class_id,sign_id,visit_id,coordinates,image_path,bbox,timestamp,confidence,image_quality_index,FP,NP,Weather,Dayparts,Blur,Occlusion,visit_num_id,class_num_id
i5,8,tp_1,"[652379.0918083154, 3270454.483719403, 712.1306011081]",./traffic_sign_dataset/class_2_i5/sign_8/visit_1_CD701_000052__2024-03-27_15-08-51/max_confidence_image.jpg,"[191.8829040527, 511.9006347656, 374.3639526367, 719.0773925781]",2024-02-13 00:00:00,0.8657763497,37.66172537238705,0.0,0,0,0,0.0,0.0,2,2
i5,8,tp_3,"[652320.6316840053, 3270206.6021040985, 421.519079268]",./traffic_sign_dataset/class_2_i5/sign_8/visit_3_CD701_000052__2024-03-27_15-06-23/max_confidence_image.jpg,"[519.6983032227, 960.498046875, 569.0307006836, 1015.4285888672]",2024-04-02 00:00:00,0.7533610603,32.139679126829805,0.0,0,0,0,0.0,1.0,3,2
i5,8,tp_2,"[651965.2407820523, 3270141.4919589832, 15.314629674]",./traffic_sign_dataset/class_2_i5/sign_8/visit_2_CD701_000052__2024-03-27_15-31-56/max_confidence_image.jpg,"[425.6253662109, 668.2284545898, 515.8656005859, 830.6044921875]",2024-05-08 00:00:00,0.8619757386,31.19981290840812,0.0,0,0,0,0.0,0.0,4,2
i5,2,tp_3,"[652388.3003865872, 3273561.6039512083, -6012.0597336292]",./traffic_sign_dataset/class_2_i5/sign_2/visit_3_CD701_000052__2024-03-22_13-05-16/max_confidence_image.jpg,"[1915.4827880859, 702.7133789062, 1963.7680664062, 754.8156738281]",2024-02-24 00:00:00,0.5567417039,36.34820549715684,0.0,0,0,0,0.0,0.0,1,2
i5,2,tp_5,"[652217.2676388556, 3273238.8676615376, -6959.7436606884]",./traffic_sign_dataset/class_2_i5/sign_2/visit_5_CD701_000052__2024-03-22_18-58-01/max_confidence_image.jpg,"[1832.6854248047, 670.2801513672, 1891.6226806641, 729.9951782227]",2024-03-24 00:00:00,0.2229584251,56.98561057800063,0.0,0,0,傍晚,1.0,0.0,2,2
i5,2,tp_4,"[652306.8453134993, 3273705.6215087976, -3285.1506488621]",./traffic_sign_dataset/class_2_i5/sign_2/visit_4_CD701_000052__2024-03-22_14-01-09/max_confidence_image.jpg,"[1757.1342773438, 706.965637207, 1809.0981445312, 761.8112182617]",2024-05-21 00:00:00,0.5709263413,36.82342884039653,0.0,0,0,0,0.0,0.0,3,2
i5,2,tp_1,"[652206.3596626685, 3273270.4793027043, -8960.2851617336]",./traffic_sign_dataset/class_2_i5/sign_2/visit_1_CD701_000052__2024-03-22_18-13-45/max_confidence_image.jpg,"[1767.6796875, 558.5196533203, 1813.3432617188, 607.3999023438]",2024-08-05 00:00:00,0.6685167389,38.82073601901433,0.0,0,0,0,0.0,0.0,4,2
i5,2,tp_2,"[651821.891469145, 3273497.9607382426, 347.4872729927]",./traffic_sign_dataset/class_2_i5/sign_2/visit_2_CD701_000052__2024-03-22_18-14-14/max_confidence_image.jpg,"[2386.2416992188, 736.9508056641, 2437.6179199219, 789.7769165039]",2024-09-10 00:00:00,0.762634823,39.01602671992734,0.0,0,0,0,0.0,0.0,5,2
i5,1,tp_2,"[651076.1246197587, 3273924.3638167777, 511.5827926267]",./traffic_sign_dataset/class_2_i5/sign_1/visit_2_CD701_000013_2024-05-01_15-18-35/max_confidence_image.jpg,"[630.2424316406, 933.8384399414, 704.2342529297, 1009.1636352539]",2024-03-13 00:00:00,0.8736737186,49.89284268215769,1.0,0,rain,0,0.0,0.0,1,2
i5,1,tp_1,"[651194.8698329926, 3274135.6241185665, 559.3663482666]",./traffic_sign_dataset/class_2_i5/sign_1/visit_1_CD701_000013_2024-05-01_14-11-24/max_confidence_image.jpg,"[2329.1638183594, 955.6744995117, 2433.7741699219, 1062.1131591797]",2024-04-08 00:00:00,0.9528527827,43.69521600563118,0.0,0,rain,0,0.0,0.0,2,2
i5,1,tp_4,"[651193.058719635, 3274136.0249147415, 586.430847168]",./traffic_sign_dataset/class_2_i5/sign_1/visit_4_CD701_000013_2024-05-01_14-10-36/max_confidence_image.jpg,"[2329.7021484375, 957.1928100586, 2433.0947265625, 1061.5545654297]",2024-07-01 00:00:00,0.9584352304,44.49788987904705,0.0,0,rain,0,0.0,0.0,3,2
i5,1,tp_5,"[651175.4710579601, 3274144.176355629, 849.1702551395]",./traffic_sign_dataset/class_2_i5/sign_1/visit_5_CD701_000013_2024-05-01_14-10-12/max_confidence_image.jpg,"[2330.0515136719, 956.8365478516, 2432.85546875, 1061.2010498047]",2024-09-29 00:00:00,0.9496677673,45.28435292789365,0.0,0,rain,0,0.0,0.0,4,2
i5,1,tp_3,"[651196.9970344966, 3274134.3763422593, 511.8206091821]",./traffic_sign_dataset/class_2_i5/sign_1/visit_3_CD701_000013_2024-05-01_14-11-49/max_confidence_image.jpg,"[2439.2485351562, 994.4576416016, 2549.8513183594, 1106.5845947266]",2024-12-08 00:00:00,0.9410863645,46.31614371516659,0.0,0,rain,0,0.0,0.0,5,2
i5,3,tp_4,"[652593.3970716, 3264650.2219938114, 758.0172643661]",./traffic_sign_dataset/class_2_i5/sign_3/visit_4_CD701_000052_2024-03-19_15-55-02/max_confidence_image.jpg,"[845.5524902344, 1119.5535888672, 889.4143066406, 1166.1356201172]",2024-01-02 00:00:00,0.2267719309,43.76223666889129,0.0,0,0,0,0.0,0.0,1,2
i5,3,np_1,"[0, 0, 0]",./traffic_sign_dataset/class_2_i5/sign_3/np_1/13822037850.jpg,"[931, 1120, 1008, 1177]",2024-01-23 00:00:00,0.2,46.17211221819864,0.0,1,0,0,0.0,0.0,2,2
i5,3,tp_3,"[652629.9183498397, 3264550.8496098556, 786.6679395437]",./traffic_sign_dataset/class_2_i5/sign_3/visit_3_CD701_000013_2024-05-01_10-44-55/max_confidence_image.jpg,"[1160.0224609375, 776.8717651367, 1361.2231445312, 973.5194702148]",2024-04-22 00:00:00,0.9466796599,37.743833236707786,0.0,0,0,0,0.0,0.0,3,2
i5,3,tp_1,"[652605.6353958845, 3264574.9652169077, 699.5520644486]",./traffic_sign_dataset/class_2_i5/sign_3/visit_1_CD701_000052_2024-03-19_13-22-34/max_confidence_image.jpg,"[172.0285491943, 809.1491088867, 296.3095703125, 935.0771484375]",2024-06-16 00:00:00,0.8732714959,38.44973777077004,0.0,0,0,0,0.0,0.0,4,2
i5,3,tp_2,"[652659.2720554918, 3264565.8786871843, 1130.3996653557]",./traffic_sign_dataset/class_2_i5/sign_3/visit_2_CD701_000013_2024-05-01_10-44-06/max_confidence_image.jpg,"[1109.1411132812, 850.2638549805, 1262.9271240234, 1008.2115478516]",2024-07-30 00:00:00,0.9248055922,42.19912222491459,0.0,0,0,0,0.0,1.0,5,2
i5,7,tp_2,"[652368.0176061615, 3273310.2844400704, -10082.7617650032]",./traffic_sign_dataset/class_2_i5/sign_7/visit_2_CD701_000052__2024-03-22_13-05-16/max_confidence_image.jpg,"[1987.7296142578, 523.4722900391, 2031.1256103516, 568.0358886719]",2024-03-26 00:00:00,0.3480868847,33.52580280684933,0.0,0,0,0,0.0,0.0,1,2
i5,7,tp_1,"[652018.353706677, 3273414.2140082214, -3374.5988777578]",./traffic_sign_dataset/class_2_i5/sign_7/visit_1_CD701_000052__2024-03-22_18-13-45/max_confidence_image.jpg,"[2206.5717773438, 714.301574707, 2238.7712402344, 749.2772827148]",2024-04-25 00:00:00,0.2662290301,28.709781163639576,0.0,0,0,0,0.0,0.0,2,2
i5,7,tp_4,"[652206.9006557162, 3273280.294687937, -7848.4802317917]",./traffic_sign_dataset/class_2_i5/sign_7/visit_4_CD701_000052__2024-03-22_18-58-01/max_confidence_image.jpg,"[1690.322265625, 504.6044006348, 1743.7584228516, 557.2711791992]",2024-06-02 00:00:00,0.4188786983,39.76628436930227,0.0,0,0,0,0.0,0.0,3,2
